neighbors,iris_verginica, iris_setosa, iris_versicolor
1,0.9380032206119162, 1.0, 0.917741935483871
2,0.9597423510466989, 1.0, 0.9016129032258065
3,0.9412238325281803, 1.0, 0.9338709677419355
4,0.9814814814814814, 1.0, 0.917741935483871
5,0.9412238325281803, 1.0, 0.9338709677419355
6,0.9814814814814814, 1.0, 0.917741935483871
7,0.9814814814814814, 1.0, 0.975
8,1.0, 1.0, 0.8927419354838709
9,0.9782608695652174, 1.0, 0.9427419354838709
10,0.9782608695652174, 1.0, 0.917741935483871
